time,content
1520,"皇后一个孩子都没有，好人命不长😭😭😭😭😭"
1520,"皇后其实懂人心选择善良，不然她不会为魏留遗愿"
1520,"愿你来生自由"
1520,"娘娘辛苦了，盒饭给您拿好。下辈子要幸福啊"
1520,"从此以后你将是自由自在的富察容音"
1521,"就想问问尔晴和纯妃是人吗，皇后对她们那么好，居然还能下得去手"
1521,"容音这名字真好"
1521,"富擦家的人都很清高！家教太好，不适合皇宫啊！"
1521,"这次没哭，这个世界不配拥有您，来世做个无拘无束的女"
1521,"皇后一个孩子都没有，好人命不长😭😭😭😭😭"
1521,"皇后其实懂人心选择善良，不然她不会为魏留遗愿"
1522,"不属于皇宫的蓉音，他的男人多幸福"
1522,"你们这些妃嫔还能活的久吗？"
1522,"古代的男人压力太大了，女人更是为了生存鱼死网破"
1522,"愿我来生是个平凡女子"
1522,"跳的时候美掉下去就不美了"
1522,"看得泪如雨下，秦岚演绎太精彩，人物刻画非常棒"
1523,"为什么非要顺了那些坏人的意，只要活着就会有希望啊"
1523,"善良的人总是没好报"
1523,"希望容音下辈子平平凡凡，有爱她的丈夫健康的孩子。"
1523,"盒饭可香了，来一起吃啊"
1523,"人活着也没意义了，太多勾心斗角"
1523,"本宫要去投胎找五阿哥了"
1524,"愿容音来世岁月静好，现世安稳"
1524,"好疼好疼快拿盒饭本宫要压压惊"
1524,"世间不能有善良的人存在！"
1524,"惊不惊喜亦不意外？"
1524,"善良的人总是没好报"
1524,"本宫要去投胎找五阿哥了"
1525,"跳的好简单，转眼间又是另一个人，好像轮回了几世一样"
1525,"所以导演才是全剧最大的大猪蹄子"
1525,"不开心不开心不开心，璎珞赶紧往上爬给皇后报仇"
1525,"泪奔，皇后娘娘人这么善良，造化弄人啊……"
1525,"人啊，别学皇后，无论何时都不能认命，要坚强勇敢！"
1525,"愿容音来世岁月静好，现世安稳"
1526,"善良的本就很难有好报，现实生活中也是祸害遗千年"
1526,"纯贵妃我死了也不会放过你"
1526,"要那么多侍卫干嘛关键时刻啥也抓不住"
1526,"ok要开始让你们领盒饭模式了"
1526,"善良又不懂保护自己的人只会被伤害"
1526,"皇后娘娘不要走"
1527,"来生祝你有个幸福的家庭"
1527,"好了，你们等着，我一个个给你们热盒饭"
1527,"两天了你才回来！不是说一天吗！皇后都不照顾好"
1527,"皇后我来晚了，奴才有罪"
1527,"愿天堂没有大猪蹄子🐷"
1527,"皇后娘娘这么温柔"
1528,"皇后就该坚强的活着，把她们都撕了"
1528,"我投胎做知画去了"
1528,"谁来赔这一生好光景。"
1528,"你就不能跑快点的吗"
1528,"娘娘，您辛苦了，那好盒饭吧。"
1528,"富察皇后刷一波"
1529,"多情心软的人就是没好下场"
1529,"皇后这么善良，又没有主角光环，能活40集很厉害了！"
1529,"这下璎珞要彻底黑化了为皇后娘娘报仇哈哈开心😊"
1529,"容音这个名子真好听。"
1529,"璎珞走了不到2天就出了这么多事情"
1529,"我下一世是知画"
1530,"活着就是开心最重要"
1530,"天降正义真刺激"
1530,"为什么看不到尔情跟皇后说孩子是皇上的"
1530,"天使回去了"
1530,"皇宫的人不该善良"
1530,"我很久没上线了"
1531,"这世界就是这样太善良的人根本没好的结果都在被利用"
1531,"璎珞啊，你来晚了"
1531,"说好好人有好报呢？!"
1531,"璎珞快帮我报仇"
1531,"皇后娘娘等我去东陵看你"
1531,"我就是相见璎珞最后一面，她都不回来！"
1532,"为什么这么善良的人就没有好报呢"
1532,"这出宫的代价太大了"
1532,"“就算是皇后死了”满意了吗乾隆"
1532,"皇后小仙女你安心的去吧"
1532,"刚刚不是天黑了？怎么转眼就亮了"
1532,"别闹，皇后，你的盒饭没准备好呢"
1533,"错在了毫无心机，错在了单纯"
1533,"为什么皇后娘娘死的时候要放这么小清新的歌"
1533,"这些侍卫是摆设吗皇后跳楼发现不了，有人放火发现不了"
1533,"历史上乾隆有一位跳楼的皇后吗?"
1533,"皇后你回来，我不在用绿了"
1533,"“就算是皇后死了”满意了吗乾隆"
1534,"七阿哥没这么大的事璎珞不知道才回宫"
1534,"我这段没演好，导演能不能重来"
1534,"七阿哥走了就可以有人去送信叫她回来呀"
1534,"璎珞你回来晚了"
1534,"错在了毫无心机，错在了单纯"
1534,"历史上乾隆有一位跳楼的皇后吗?"
1535,"皇后娘娘一生善良却不得善报"
1535,"哈哈哈哈，皇后死了，我就是新皇后！，"
1535,"皇后这样的，没有璎珞确实活不过两集，太理想性了"
1535,"皇后确实不适合这里"
1535,"其实不做皇后一样会被传统礼教束缚那个年代没办"
1535,"宝贝不哭，皇后只是历完劫回天界了[流泪]"
1536,"其实皇上只跟皇后说一句做她就好"
1536,"这都三天了，才回来啊，本宫可真是高兴至极啊"
1536,"人生最痛快的事情就是这一跳"
1536,"来陪本宫了"
1536,"好人真的没好报"
1536,"皇后娘娘一生善良却不得善报"
1537,"出去了一趟出这么大的事"
1537,"太夸张，我才不在多长时间？"
1537,"史实是乾隆陪她外出旅游才死的"
1537,"本宫自由了"
1537,"刚来天黑了，现在又亮了"
1537,"你再说一遍"
1538,"就是因为皇上给皇后压力太大了皇后才自尽的"
1538,"活着报完仇在走啊"
1538,"愿天堂没有大猪蹄子"
1538,"我不在，总有大事发生，习惯了"
1538,"答应我来生不要这么善良，做个坏人自己开心就好"
1538,"出去了一趟出这么大的事"
1539,"真的无法想象一个和自己那么好的人突然就消失在世界上"
1539,"本宫投胎做知画去了"
1539,"到死也能成为最好得自己就好"
1539,"说好黄昏回来你居然待了两天"
1539,"就是因为皇上给皇后压力太大了皇后才自尽的"
1539,"愿天堂没有大猪蹄子"
1540,"这是多大的打击，阿哥和皇后娘娘都去世了"
1540,"皇后娘娘辛苦了！好好歇歇吧～"
1540,"呜呜呜娘娘怎么死的这么不美"
1540,"这个你做梦还快啊"
1540,"说好黄昏回来你居然待了两天"
1540,"本宫投胎做知画去了"
1541,"魏璎珞出了名的关键时刻掉链子"
1541,"吉娃娃你来晚了"
1541,"十二阿哥都没生皇后怎么就死了呢？把历史改的一塌糊涂"
1541,"又有仇要抱了"
1541,"天啊!鸡皮都起了!!皇后崩逝了~想哭!!!"
1541,"怎么我一回来就听到这消息？"
1542,"不知道这皇后是怎么活这么久的，需要一个奴婢保护"
1542,"皇后回天宫位列仙班了我啥时能回去"
1542,"2天时间纯贵妃好效率啊"
1542,"毛孔都竖起来"
1542,"又有仇要抱了"
1542,"天啊!鸡皮都起了!!皇后崩逝了~想哭!!!"
1543,"这么善良的女人真的在后宫怎么活啊"
1543,"不想看到璎珞哭了，好想皇后"
1543,"又多了一个要复仇的对象"
1543,"我就出去了一天这是发生了什么"
1543,"这一天发生这么多事情"
1543,"我不过就出去了一天，宫里都发生了什么"
1544,"年纪大了。。看什么都容易流眼泪"
1544,"真不让人省心我才走一天就这样"
1544,"演得不错，吃盒饭的时候加个鸡腿。"
1544,"不听话的皇后娘娘，还有尔晴"
1544,"这么善良的女人真的在后宫怎么活啊"
1544,"又多了一个要复仇的对象"
1545,"櫻絡的爹真累事，不去就好啦害得那麼親的皇后都陪不到"
1545,"我内心好崩溃，都怪我回来晚了"
1545,"不是皇上给的压力，当皇后不是容易的，是天下给的压力"
1545,"我真是大猪蹄子！我为什么要出宫！"
1545,"知道为啥下辈子变成知画了，上辈子太善良了"
1545,"真不让人省心我才走一天就这样"
1546,"怎么感觉那个太监喊皇后崩世了很开心很兴奋的样子"
1546,"走了一会儿，回来大变样"
1546,"你是最善良的皇后璎珞你要给她们报仇"
1546,"听着好扎心啊"
1546,"大猪蹄子你开心了吧"
1546,"知道为啥下辈子变成知画了，上辈子太善良了"
1547,"发生那么大的事，明玉也不想着给她送个信"
1547,"我一不在就有人作妖，看来又要热盒饭了"
1547,"这剧没看头了，就是来看皇后的美"
1547,"哭死了别走皇后娘娘"
1547,"怎么感觉那个太监喊皇后崩世了很开心很兴奋的样子"
1547,"你是最善良的皇后璎珞你要给她们报仇"
1548,"妈呀刚刚还淡定的看她跳突然就哭了"
1548,"本宫先行一步了，愿天堂没有大猪蹄子。"
1548,"皇后太善良不适合宫廷生活"
1548,"我不是在报仇，就是在去报仇的路上"
1548,"是尔晴说他怀了皇上的孩子皇后彻底崩溃了被背叛了"
1548,"我一不在就有人作妖，看来又要热盒饭了"
1549,"皇后走的太不坚强了却也是解脱"
1549,"老娘才一天不在这群猪队友就炸的这么厉害"
1549,"如果她不回去也就没这么多事情发生了"
1549,"天哪，怎么这么多仇都要我报"
1549,"妈呀刚刚还淡定的看她跳突然就哭了"
1549,"我不是在报仇，就是在去报仇的路上"
1550,"突然觉得璎珞眼睛好大。"
1550,"想哭，好崩溃"
1550,"傅璎错过哭一回皇后死哭一回这部剧就哭两回"
1550,"不是回去一天吗？本宫已经去吃盒饭了！"
1550,"老娘才一天不在这群猪队友就炸的这么厉害"
1550,"皇后太善良了确被身边的姐妹害"
1551,"坏人也一样没有好下场啊"
1551,"哇塞诶意外收获"
1551,"皇后已死，没必要追了，各位拜拜"
1551,"傅璎错过哭一回皇后死哭一回这部剧就哭两回"
1551,"所以都说好人命不长"
1551,"突然觉得璎珞眼睛好大。"
1552,"跳楼忍住不哭，丧钟一响，璎珞回头瞬间就哭了"
1552,"辛亏我用了黑科技倒退到皇后活着的时候，不热就悲剧了"
1552,"心好累好疼，好人不长命"
1552,"你们在这里守着，我去买无尽和红叉和饮血"
1552,"脑壳疼脑壳疼"
1552,"对不起我来晚了"
1553,"好心没好报苍天不长眼啊"
1553,"哎哟妈呀脑阔又疼了"
1553,"惊不惊喜意不意外"
1553,"跳楼忍住不哭，丧钟一响，璎珞回头瞬间就哭了"
1553,"对不起我来晚了"
1553,"辛亏我用了黑科技倒退到皇后活着的时候，不热就悲剧了"
1554,"为了想开心吃了很甜的点心还是看哭了"
1554,"皇后不是要交代我提她照顾好皇上吗"
1554,"还有意外收获的你别走你是怎么发语音的！"
1554,"多捞啊，皇后怎么会崩逝，哇心态崩了呀"
1554,"皇后在另一个世界可以很好的照顾她的孩子"
1554,"报仇之路展开新的篇章"
1555,"好感人，秦岚演的好动人啊！"
1555,"我一不在就有人做妖，看来盒饭要多准备几份了"
1555,"住一晚就发生那么多"
1555,"好想哭，那么好的皇后"
1555,"如果魏音诺在肯定能劝好皇后"
1555,"富恒教懂我们怎样去爱一个人了"
1556,"魏璎珞你个大猪蹄子说好第二天早上这都第三天了才回来"
1556,"这次回来又得热好几份盒饭"
1556,"皇后出那么大的事情你跑哪里去了"
1556,"好感人，秦岚演的好动人啊！"
1556,"我一不在就有人做妖，看来盒饭要多准备几份了"
1556,"如果魏音诺在肯定能劝好皇后"
1557,"说明玉单纯的，是认真的吗，皇后不需要这么单纯的人"
1557,"我劝你们都善良"
1557,"赚足了眼泪呀纸巾都抽完一包了"
1557,"连本宫看的都要掉眼泪了"
1557,"这么大的事还不去叫魏璎珞还眼巴巴等着回来？"
1557,"愿天堂没有阴谋"
1558,"大猪蹄子话说的那么绝情还写什么诗装什么长情"
1558,"你们排好队一个个领盒饭别急"
1558,"唉呀妈呀脑壳疼，泪点太多"
1558,"如果让姐姐出宫养病也许就不会死"
1558,"晚了一天不是说好隔天回的吗"
1558,"艾玛，这剧组的饭盒真香。"
1559,"泪点好高，忍不住啊！"
1559,"璎珞，照顾好自己，我不能再保护你了"
1559,"又要开始新的报仇计划了"
1559,"如果让姐姐出宫养病也许就不会死"
1559,"你们排好队一个个领盒饭别急"
1559,"晚了一天不是说好隔天回的吗"
1560,"认真的璎珞她爹真不是个好东西"
1560,"真是不省心，一会不在就出大乱子以前都是怎么活得"
1560,"魏璎珞不讲信用。说好明日回结果晚回了一天"
1560,"可见队友是多么重要"
1560,"我眼泪居然没有忍住从未见过如此善良的皇后"
1560,"师父悟空来晚了"
1561,"准备好纸，这段璎珞情绪渐进演得很好"
1561,"看了这么多了，就这里眼酸了"
1561,"真实的历史是死在船上的乾隆性情大变"
1561,"我才出去了两天就发生了这么多的事"
1561,"真是不省心，一会不在就出大乱子以前都是怎么活得"
1561,"可见队友是多么重要"
1562,"这就挂好白绸了？？效率真高"
1562,"我可爱美丽大方优雅知性的皇后娘娘啊你为什么不等我"
1562,"皇后演技比璎珞好太多了。。。也比璎珞美。。。哎。。"
1562,"师傅。悟空回来晚了！害您被妖怪吃了"
1562,"看了这么多了，就这里眼酸了"
1562,"我才出去了两天就发生了这么多的事"
1563,"这么多人领饭盒唯一心疼皇后"
1563,"老娘真心带不动，还是自己亲自做皇后生皇子的好"
1563,"看哭了，也明白了一个道理，人不能太善良！"
1563,"秦岚演的太好了，富察皇后一生的痛苦与纠结"
1563,"希望善良的人都懂得自保"
1563,"等死吧纯贵妃"
1564,"明玉不感觉是自己没照顾好皇后么着火了都不救"
1564,"多好的人啊"
1564,"漏洞太大了这是住了两晚了"
1564,"璎珞，照顾好自己，我不能再护着你了。"
1564,"为什么觉得公公喊得特别开心？"
1564,"哀默莫过于心死那些说皇后没用的人你什么意思"
1565,"那个说纳兰容音是认真的？"
1565,"我就回去了一晚你们就让皇后领盒饭了"
1565,"璎珞好瘦啊"
1565,"哭到枕头湿"
1565,"大猪蹄子看你还能若无其事不"
1565,"这画面就像她姐姐死的时候她进门一样"
1566,"本性善良的人是永远不会黑化的贤妃纯妃骨子里就不善良"
1566,"我才走开一天就出这么大的事"
1566,"皇后娘娘很善良是仙女是来下凡历劫的"
1566,"这套装备是早准备好的吗？"
1566,"皇后死了我都哭了好半天，太感人了，心疼一下皇后"
1566,"这盒饭还是挺不错的"
1567,"璎珞也是个可怜人，对她好的人都没好下场"
1567,"本宫去当五阿哥媳妇了，大猪蹄子"
1567,"别劝善良了，善良的都领盒饭了"
1567,"本宫的片酬只给了这么多集的"
1567,"本宫要先领盒饭了樱洛剩下的戏主角光环给你带上"
1567,"天堂也比皇宫勾心斗角好，不会再有人害你"
1568,"说实话这种情况真的是死了比活着好"
1568,"令后大旗永不倒"
1568,"皇后娘娘您的海参盒饭热好了"
1568,"本宫去当五阿哥媳妇了，大猪蹄子"
1568,"璎珞也是个可怜人，对她好的人都没好下场"
1568,"别劝善良了，善良的都领盒饭了"
1569,"哭了好难过美丽善良的皇后没有了"
1569,"皇后能活这么久也真不容易"
1569,"单纯的人，留个傻子照顾，吃过亏，还继续"
1569,"等着你们的盒饭马上热好"
1569,"大猪蹄子就相当于王八犊子"
1569,"正所谓好人不长命，祸害活千年"
1570,"皇后死了是解脱，活着比死了受罪多了"
1570,"发起进攻大招已经好了"
1570,"娘娘别急，我到剧组去给你充钱"
1570,"皇后，盒饭好吃吗"
1570,"那声皇后崩世了喊的怎么那么开心呢"
1570,"我会为你报仇，纯妃，尔晴，贵妃等着"
1571,"说去一晚结果两晚"
1571,"我这辈子净给姐姐报仇了，先是亲姐姐，后是皇后姐姐。"
1571,"看电视不会哭的被皇后感动地哭了特别是一个母亲对孩子"
1571,"我不在就得出乱子。一天天的不让人省心"
1571,"看剧泪点贼高，这里真的忍不住了"
1571,"皇后死了是解脱，活着比死了受罪多了"
1572,"璎珞失去了最重要的三个人"
1572,"话说谁发了茜茜和西西都不知道是不是在叫我"
1572,"秦岚演技那么好，为什么这么早就给了盒饭"
1572,"我一定要为皇后找出害她的人，一个一个活刮"
1572,"才走一天把一年的事都安排好了"
1572,"璎珞，本宫只能陪你到这里里了，你自己保重"
1573,"真的是好人命不长"
1573,"奶奶滴，都给老娘洗干净脖子等着！老娘宰了你们！"
1573,"得力助手多么重要"
1573,"好美的皇后，好美的秦岚"
1573,"明玉要是不走长点心就不会这样了"
1573,"璎珞失去了最重要的三个人"
1574,"说实话，看着好心疼皇后"
1574,"你的善良该带点锋芒，好心疼"
1574,"璎珞这才走了几天就发生了这么多事情。"
1574,"报不完的仇啥时候是个头"
1574,"璎珞要大闹了"
1574,"奶奶滴，都给老娘洗干净脖子等着！老娘宰了你们！"
1575,"因为上一世皇后太善良，所以投胎做有心机的知画"
1575,"大家都准备好了排好队来领盒饭啦"
1575,"白衣服准备这么快"
1575,"我这回回来可热了不少盒饭我跟你们说"
1575,"这么快灵堂都布置好了"
1575,"说实话，看着好心疼皇后"
1576,"想想她走之前那段有多甜现在就有多虐皇后一去"
1576,"因为好人命不长，就要做坏人么？本宫此生足矣"
1576,"对！本性善良的人不会黑化，娴妃和纯妃本性就不善良"
1576,"好心疼好心疼"
1576,"报完了亲姐姐的仇继续为皇后姐姐报仇"
1576,"因为上一世皇后太善良，所以投胎做有心机的知画"
1577,"皇后不是不聪明只是太多年已经被礼教磨得太拘束了"
1577,"对不起我来晚了"
1577,"所以这部片子前半段给亲姐复仇，后半段给皇后姐姐复仇"
1577,"我回来晚了"
1577,"好心疼好心疼"
1577,"皇后娘娘你为什么不等我呢"
1578,"感觉银落一辈子都在报仇，为复仇而活"
1578,"我可真是好手段，一把火让14个人领了盒饭"
1578,"那两个人怎么不去死阿皇后这么好的人都被害"
1578,"哎刚为姐姐报了仇现在又为皇后娘娘报仇"
1578,"太好了，容音要飞升上仙了"
1578,"投胎做知画。。做个有心机的女人"
1579,"再也看不到美美的善良的皇后了，哭"
1579,"璎珞是个坚强的人"
1579,"白布准备的好快"
1579,"纯妃闲妃两位妹妹，四缺二，快来啊"
1579,"璎珞加油为皇后娘娘报仇！让这些欺负皇后的都去领盒饭"
1579,"感觉银落一辈子都在报仇，为复仇而活"
1580,"皇后像姐姐一样带我好，可也像姐姐一样离我而去"
1580,"坐等我开大，一个个把你们都送去领盒饭！！！"
1580,"皇后死了，心好疼"
1580,"纯妃，我劝你善良"
1580,"皇后不该生在富察家，更不该嫁给爱新觉罗家，当了皇后"
1580,"璎珞是个坚强的人"
1581,"善良要心理承受能力强"
1581,"导演，盒饭热好，我先送纯妃领盒饭"
1581,"镜头不是拿不稳，镜头是被感动哭了一直在抽搐"
1581,"愿天堂没有大猪蹄子"
1581,"大滴大滴的泪啊"
1581,"皇后像姐姐一样带我好，可也像姐姐一样离我而去"
1582,"光善良没有用要足够的聪明"
1582,"璎珞你要坚强的走下去。"
1582,"突然冒出这么多脑袋，皇后出去时咋一个人也不见？"
1582,"本宫为自己骄傲，宁死都不愿黑化。"
1582,"这白服穿得太快了"
1582,"善良要心理承受能力强"
1583,"哎呀妈呀脑壳疼脑壳疼哪儿都疼"
1583,"本宫饿了，先去吃盒饭，纯妃也快了"
1583,"璎珞拿高工资是有理由的，这才一天"
1583,"人善被人欺，马善被人骑！人真的不能太善良！心疼皇后"
1583,"本宫为自己骄傲，宁死都不愿黑化。"
1583,"光善良没有用要足够的聪明"
1584,"古代人没有自由为了自己吧好伟大"
1584,"刚给亲姐报完仇，又要开始报仇，心好累"
1584,"至柔至刚的性情都不适合生存，皇后和璎珞就是如此"
1584,"快宣太医！我觉得我还可以抢救一下！"
1584,"璎珞走了一两天就出那么大的事情"
1584,"这么好的皇后走了好扎心"
1585,"这打击比他亲姐姐死亡更让人难以接受"
1585,"璎珞新一轮的复仇开始了"
1585,"哎，太善良，想死怎么着也得报了仇啊"
1585,"😭本宫走了，璎珞照顾好自己"
1585,"吴谨言还是年轻了，这段情感未能诠释出来"
1585,"本宫下辈子就做那有心机的知画"
1586,"都不让皇后等见璎珞一面再走导演你个大猪蹄子"
1586,"是不是觉得我很厉害，我可什么都没做哦"
1586,"不想皇后领盒饭，编剧我给你寄了刀片，记得查收哦，亲"
1586,"我就不再一会，就出了这么大的事"
1586,"为什么有的人会黑化，有的就哎要坚强啊"
1586,"哎，太善良，想死怎么着也得报了仇啊"
1587,"皇后演的太好了…看这么久只看到皇后我会落泪…"
1587,"下一世本宫为知画，不会再善良了"
1587,"历史上为什么没有即善良睿智又能杀伐决断的皇后"
1587,"娘娘您说话不算数不是要等我回来吗"
1587,"事实证明人可以善良但一定要有心机"
1587,"我就不再一会，就出了这么大的事"
1588,"手速太慢复活甲没买出来就死了"
1588,"我有点想高高和盒饭，我先走了，璎珞我只能护你到这了"
1588,"璎珞，你不回去该有多好"
1588,"本宫这么善良，总有刁民想害本宫"
1588,"娘娘您说话不算数不是要等我回来吗"
1588,"事实证明人可以善良但一定要有心机"
1589,"为什么一定要符合历史，爱较真的去看历史讲堂好吗？？"
1589,"全是大猪蹄子，谁都靠不住"
1589,"皇后说的对她确实不是一个好皇后，更不是个好妻子"
1589,"本宫跳下了诛仙台就要做回上神了，别哭"
1589,"璎珞，你不是说好第二天便回吗？怎么这么久"
1589,"纯妃贤妃就等你们下来凑桌麻将了"
1590,"看哭了…皇后那么好的人…真的没有比她再好的皇后了…"
1590,"愿天堂没有乾隆！愿天堂没有乾隆！愿天堂没有乾隆！"
1590,"本性善良，遭遇再多也是善良"
1590,"别紧张，我就是先杀青吃夜宵去了"
1590,"这时候不是想着报仇么，报仇好了再去见儿子"
1590,"敢让她死，你们也别想活"
1591,"皇后人太好，心太善良了"
1591,"孙悟空回来晚了，师傅被妖精捉走了"
1591,"我到四级了，大招已经好了，是时候展现真正的技术了"
1591,"你们劝我善良可我不听，我好不是东西"
1591,"看哭了…皇后那么好的人…真的没有比她再好的皇后了…"
1591,"愿天堂没有乾隆！愿天堂没有乾隆！愿天堂没有乾隆！"
1592,"这不是善良不善良的事，坏人都善于伪装啊关键"
1592,"宝贝们，别哭，本宫会照顾好皇后的"
1592,"顿时感觉自己活的很好，虽然没有大富大贵，但自在洒脱"
1592,"明玉咋就不长点心"
1592,"本性善良的人不会为了任何事失去自己本性宁愿死"
1592,"孙悟空回来晚了，师傅被妖精捉走了"
1593,"这是什么编剧啊写的就是善良的人就没好报看的可真寒心"
1593,"太好了死的好"
1593,"皇后下凡辛苦了。回天上去了。回天上做她的容音"
1593,"本宫去空调房里了你们继续穿棉袄"
1593,"亲姐姐仇报了，继续为皇后姐姐报仇"
1593,"明玉咋就不长点心"
1594,"皇后你去拍新片子我们等着看"
1594,"这才走了多会子，就出这么大乱子"
1594,"皇后娘娘真的是全剧最善良的人"
1594,"每次璎珞一走就出大事，我看他父亲表情是故意骗她出去"
1594,"本宫去空调房里了你们继续穿棉袄"
1594,"你们谁都别想活"
1595,"皇后的心机活这么久真是万幸没有璎珞她可能活不多现在"
1595,"愿下辈子我们能做一对平凡夫妻"
1595,"皇后要是有知画一半心机就好了"
1595,"在皇宫里善良的人活不久"
1595,"明玉真的是十足大傻子"
1595,"皇后娘娘真的是全剧最善良的人"
1596,"出门的时候是红的回来的时候是白的"
1596,"这些演员哭的好卖力，听好了谁哭的不大声谁没饭吃"
1596,"璎珞回来怎么这么慢啊，不是说黄昏就到吗"
1596,"不让人省心啊我才走两天就出事了"
1596,"皇后走了那么久，都没个人看到"
1596,"皇后要是有知画一半心机就好了"
1597,"皇后说她的一生错太多不觉得说到背叛觉得心好酸"
1597,"亲姐姐的仇报完了，现在要帮皇后姐姐报仇了"
1597,"我不是个好猴子没保护好师傅"
1597,"是本宫跟皇后说我有大猪蹄子儿子"
1597,"皇上个大猪蹄子"
1597,"纯妃娴妃我劝你们善良"
1598,"这不科学啊璎珞走前说明天就回来，然而璎珞后天才回来"
1598,"你个大猪蹄子都是你咒的本宫"
1598,"纯妃盒饭别热了放一放给她吃馊的"
1598,"我只是想念高小可爱了"
1598,"真的哭了皇后这么好的人。。。为什么好人没好报"
1598,"皇后说她的一生错太多不觉得说到背叛觉得心好酸"
1599,"璎珞内心好强大，一个人只有到了绝境才会反抗义无反顾"
1599,"为什么不让我出宫养病大猪蹄子"
1599,"你们有完没完？不是领盒饭就是大猪蹄子。"
1599,"纯妃，你别想活着走出下一集"
1599,"璎珞是不愿意接受现实表情淡定"
1599,"本宫去给永棕买复活甲了"
1600,"走的时候皇后还是开心的回来的时候就崩了怎么接受的了"
1600,"皇后，你可以没有害人之心，但不能没有防人之心啊😭"
1600,"导演我劝你善良些，要不然我就让你去见阎王"
1600,"纯妃，娴妃，尔晴你们都给本宫等着看本宫如何收拾你们"
1600,"刚刚知道，就布置好了，也太快了吧"
1600,"不动声色，把人玩弄于鼓掌之中，这才是真正狠角色"
1601,"这么善良如果不是皇后的身份八百年前就被害死了"
1601,"你们等着领饭盒吧，不吃完一个也别想走"
1601,"单纯善良活不长"
1601,"本宫的佛珠是留给你的遗物"
1601,"看了这么多集没哭这里却忍不住了"
1601,"皇后，你可以没有害人之心，但不能没有防人之心啊😭"
1602,"好人为什么不能多活几集呢，魏璎珞偏偏这个时候回来"
1602,"皇后娘娘来陪本宫啦好开心"
1602,"本宫活得太累要去做自己"
1602,"皇后娘娘也来领盒饭啦快请"
1602,"皇后好可爱啊，好喜欢"
1602,"你们等着领饭盒吧，不吃完一个也别想走"
1603,"好人不赚钱，坏人诡计多赚得也多，这是现实"
1603,"本宫真的是下的一手好棋啊"
1603,"按历史拍又要花钱造船，多贵啊"
1603,"姐姐，快和我说说，你这时去和我那时去有何不同"
1603,"刚给亲姐报完仇"
1603,"我这一生都在复仇而活"
1604,"人可以善良，但要学会保护好自己和身边的人啊"
1604,"我就走了一天你们就作妖了。这次回来得热好几盒盒饭了"
1604,"想重新看还珠格格，希望下一世的知画幸福"
1604,"我都不敢害皇后啊！我还是太善良了，所以才下线了"
1604,"在紫荆城这个地方太善良活不下去"
1604,"臣妾来晚了"
1605,"这么多下人还被坏人溜进来做坏事"
1605,"皇后娘娘也来吃这盒饭了呀，真香"
1605,"皇后没想报仇吗？只要活着不用亲自报仇会有人给你报仇"
1605,"我咋那么多仇要报？"
1605,"看历史书去好吗"
1605,"本宫去领鸡腿盒饭了"
1606,"不符合历史那就单独看这剧就好了，要看正史来这里干嘛"
1606,"为何都说大猪蹄子，大猪蹄子明明很好吃嘛"
1606,"纯妃不用急，闲妃这事就办了"
1606,"报完姐姐的仇又续上皇后的仇"
1606,"又要为新姐姐报仇了，她这一生在为两姐姐报仇"
1606,"不要哭，要为本宫高兴"
1607,"受不了出去两天了好吗回来晚了"
1607,"这么多人都没看到皇后出去么"
1607,"出宫才两天，婴络，你错过太多戏了"
1607,"本宫要去领片酬了，开心"
1607,"这宫里办事效率就是高啊"
1607,"那个群演小太监，是个戏精"
1608,"妈耶，哭这追剧，多用了多少卫生纸呀"
1608,"皇室的战争善良是走不下去"
1608,"尔晴对皇后说的话肯定以后会让魏樱落来解开"
1608,"姓纯的，姓尔的你们等着"
1608,"皇后足够善良，却缺了些智慧"
1608,"现在知道我有多少单纯了吧"
1609,"皇后连续丧子，这真不是一般人能承受的"
1609,"我接了新片，杀青了延禧攻略马上去拍！大家记得捧场哦"
1609,"美好的人，只要在生命中存在过就已经够了，不是吗"
1609,"你们争去吧，我不稀罕"
1609,"好人命不长"
1609,"下一部戏走起嘻嘻"
1610,"女人早该变聪明，现在很多女人不结婚拼事业我很赞同"
1610,"璎珞本宫只能护你到这了"
1610,"下一世本宫做知画了，不再是善良的人"
1610,"有本宫陪着皇后你们怕什么"
1610,"好长的反射弧"
1610,"你们争去吧，我不稀罕"
1611,"害皇后的没一个能活"
1611,"帮亲姐报完仇还要帮表姐报仇"
1611,"对外说是病逝，历史上到底是怎么回事也不一定啊"
1611,"转世投胎做知画，不会再善良了。"
1611,"古人云害人之心不可有防人之心不可无，不是不能善"
1611,"本宫活了40集，剩下的就看你了璎珞，加油！"
1612,"不是说回去看看，回不来才过一晚吗？怎么过了两晚呢？"
1612,"这一世我很善良，下一世我知画就不一样了"
1612,"愿天堂没有大猪蹄子"
1612,"确认过眼神是要领盒饭的人"
1612,"其实皇后的选择是最好的了，活着一直被计算她又不还击"
1612,"帮亲姐报完仇还要帮表姐报仇"
1613,"动作真快白条都挂满了"
1613,"这部电视告诉我们做人不要太善良"
1613,"预告不是有皇后求璎珞侍寝吗，怎么没有了"
1613,"报仇之路开启"
1613,"看哭了太感人了"
1613,"不会又撬棺材吧"
1614,"愿富察能找到属于自己的那片桃林，嗅尽那倾世芬芳。"
1614,"不是说好一早就回嘛都怪你"
1614,"做人太善良难道也会遭天谴？"
